,Predicted_Close
2023-10-25,426.4152234008507
2023-10-26,425.72343853508715
2023-10-27,426.27023746805077
2023-10-30,425.8380379680514
2023-10-31,426.1796560593437
2023-11-01,425.9096351076805
2023-11-02,426.12306442010737
2023-11-03,425.9543661353171
2023-11-06,426.0877082286199
2023-11-07,425.9823122913199
