,Predicted Close
2023-10-25,452.35953314763634
2023-10-26,449.9060076852111
2023-10-27,448.8353895861816
2023-10-30,448.7252319283294
2023-10-31,449.25744073238366
2023-11-01,450.20426888855735
2023-11-02,451.4065484756545
2023-11-03,452.7557489150008
2023-11-06,454.1795971085204
2023-11-07,455.63088577249897
